fecha,tmin,tmed,tmax,co2
2030-12-31,22.462060619359644,26.558767037247797,30.65405367893986,432.099751857549
2031-12-31,22.521125187246465,26.61745282213806,30.712356423474983,434.2718820895686
2032-12-31,22.580263484948873,26.676211864012195,30.770731946847846,436.44672377393863
2033-12-31,22.639470340815578,26.73503902438489,30.829175144111876,438.62408672049094
2034-12-31,22.698740945951894,26.793929525201058,30.887681268398204,440.80379407962005
2035-12-31,22.7580708287748,26.852878923554076,30.94624590579894,442.98568140653225
2036-12-31,22.817455831352774,26.911883088177383,31.004864952012152,445.16959579113154
2037-12-31,22.876892087405267,26.970938177585005,31.063534590625142,447.3553950489379
2038-12-31,22.93637600184534,27.030040619745417,31.12225127292093,449.5429469687576
2039-12-31,22.99590423175724,27.089187093181096,31.181011699101177,451.7321286131238
